GFCUS,GFCLC,GFCUN,GFCPNC,GFDAS,GFC1R,GFC2R,GFC3R,GFC4R,GFC5R,GFP1R,GFP2R,GFP3R,GFP4R,GFP5R,GFCTP,GFCUB,GFCUC,GFCUD,GFCUZ,GFSAC,GFACO,GFCRF,GFLNM,GFCA2,GFCNAP,GFCNAR,GFCNAL,GFCOD,GFDCC,GFDLM,GFITRT,GFBRNM,GFCRB1,GFCRB2,GFADJ,GFERCP,GFERCC,GFDRC,GFGRPS,GFCUNA,GFDASA,GFCUNM,GFCNAI,GFGRP,GFMTB,GFETX,GFYFON,GFDFRQ,GFFON,GFFOL,GFDEL,GFSTMP,GFCREF,GFOATP,GFOCCL,GFHDD,GFDDED,GFRDDH,GFYTRI,GFYRET,GFYPLA,GFYOPI,GFYNET,GFYRI1,GFYRI2,GFYRI3,GFYRI4,GFPCUS,GFPCLC,GFCS,GFCFRQ,GFFCYC,GFCSSA,GFPSTM,GFNSTM,GFSTN,GFOCID,GFCLSF,GFCLST,GFCLTV,GFCLTP,GFDRTY,GFMRTY,GFSEID,GFCST,GFAUNO
11356,IND,Marlon Haston,789235,Marlon,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11356,01,C3,IN,IN,IN,0850730,0,1190125,0.05,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11357,IND,Wesley Lalli,789236,Wesley,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11357,01,C3,IN,IN,IN,0880617,0,1190301,0.01,1001,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11358,IND,Karoline Palmatier,789237,Karoline,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11358,01,C3,IN,IN,IN,0950604,0,1190312,0.05,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11359,IND,Minerva Hille,789238,Minerva,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11359,01,C3,IN,IN,IN,0900803,0,1190131,0.08,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360,IND,Vernice Chabolla,789239,Vernice,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11360,01,C3,IN,IN,IN,0910109,0,1190302,0.01,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11361,IND,Alden Chick,789240,Alden,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11361,01,C3,IN,IN,IN,0940827,0,1190117,0.06,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11362,IND,Na Bolz,789241,Na,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11362,01,C3,IN,IN,IN,0851019,0,1190201,0.01,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11363,IND,Addie Cruse,789242,Addie,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11363,01,C3,IN,IN,IN,0910709,0,1190209,0.06,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11364,IND,Kylee Drye,789243,Kylee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11364,01,C3,IN,IN,IN,0870228,0,1190112,0.02,1014,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11365,IND,Isobel Callan,789244,Isobel,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11365,01,C3,IN,IN,IN,0911115,0,1190101,0.03,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11366,IND,Blanca Wiltz,789245,Blanca,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11366,01,C3,IN,IN,IN,0960129,0,1190108,0.07,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11367,IND,Glenna Butler,789246,Glenna,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11367,01,C3,IN,IN,IN,0880227,0,1190207,0.03,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368,IND,Rosalyn Towns,789247,Rosalyn,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11368,01,C3,IN,IN,IN,0931221,0,1190205,0.06,1014,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369,IND,Laurine Skalski,789248,Laurine,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11369,01,C3,IN,IN,IN,0940809,0,1190217,0.07,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11370,IND,Rex Turbeville,789249,Rex,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11370,01,C3,IN,IN,IN,0890215,0,1190312,0.02,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11371,IND,Thomasena Beckley,789250,Thomasena,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11371,01,C3,IN,IN,IN,0890520,0,1190221,0.06,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11372,IND,Latoya Millett,789251,Latoya,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11372,01,C3,IN,IN,IN,0881109,0,1190210,0.01,1003,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373,IND,Danuta Helbert,789252,Danuta,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11373,01,C3,IN,IN,IN,0861110,0,1190216,0.06,1019,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11374,IND,Glinda Musser,789253,Glinda,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11374,01,C3,IN,IN,IN,0980519,0,1190222,0.02,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11375,IND,Piedad Sen,789254,Piedad,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11375,01,C3,IN,IN,IN,0891011,0,1190201,0.08,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11376,IND,Kristel Skillings,789255,Kristel,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11376,01,C3,IN,IN,IN,0970827,0,1190119,0.03,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11377,IND,Sharee Forgey,789256,Sharee,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11377,01,C3,IN,IN,IN,0900728,0,1190118,0.03,1020,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11378,IND,Jane Hippe,789257,Jane,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11378,01,C3,IN,IN,IN,0920503,0,1190221,0.02,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11379,IND,Haley Lister,789258,Haley,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11379,01,C3,IN,IN,IN,0960727,0,1190123,0.05,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11380,IND,Gaynell Spainhour,789259,Gaynell,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11380,01,C3,IN,IN,IN,0900423,0,1190301,0.06,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11381,IND,Carline Germain,789260,Carline,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11381,01,C3,IN,IN,IN,0971014,0,1190205,0.04,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11382,IND,Marva Mangum,789261,Marva,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11382,01,C3,IN,IN,IN,0970329,0,1190106,0.03,1025,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11383,IND,Carlton Guidry,789262,Carlton,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11383,01,C3,IN,IN,IN,0971011,0,1190220,0.05,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11384,IND,Octavia Taul,789263,Octavia,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11384,01,C3,IN,IN,IN,0911117,0,1190121,0.06,1024,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11385,IND,Amada Balser,789264,Amada,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11385,01,C3,IN,IN,IN,0961117,0,1190204,0.03,1002,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11386,IND,Mariko Griest,789265,Mariko,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11386,01,C3,IN,IN,IN,0951116,0,1190126,0.03,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11387,IND,Alba Whigham,789266,Alba,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11387,01,C3,IN,IN,IN,0981024,0,1190127,0.04,1004,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388,IND,Emmitt Baumbach,789267,Emmitt,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11388,01,C3,IN,IN,IN,0981011,0,1190109,0.05,1016,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11389,IND,Elwanda Fan,789268,Elwanda,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11389,01,C3,IN,IN,IN,0961201,0,1190127,0.07,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11390,IND,Davina Newborn,789269,Davina,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11390,01,C3,IN,IN,IN,0910606,0,1190305,0.02,1022,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391,IND,Gaynelle Heroux,789270,Gaynelle,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11391,01,C3,IN,IN,IN,0940502,0,1190211,0.08,1021,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392,IND,Ginette Crichton,789271,Ginette,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11392,01,C3,IN,IN,IN,0941211,0,1190126,0.08,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11393,IND,Opal York,789272,Opal,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11393,01,C3,IN,IN,IN,0980116,0,1190103,0.05,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11394,IND,Elma Milner,789273,Elma,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11394,01,C3,IN,IN,IN,0910703,0,1190125,0.08,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11395,IND,Carie Agustin,789274,Carie,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11395,01,C3,IN,IN,IN,0910104,0,1190128,0.02,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396,IND,Roderick Thurmond,789275,Roderick,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11396,01,C3,IN,IN,IN,0860710,0,1190208,0.05,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11397,IND,Alline Morris,789276,Alline,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11397,01,C3,IN,IN,IN,0940331,0,1190223,0.04,1007,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11398,IND,Melodie Mehler,789277,Melodie,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11398,01,C3,IN,IN,IN,0970830,0,1190109,0.04,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399,IND,Melia Mazzella,789278,Melia,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11399,01,C3,IN,IN,IN,0900110,0,1190113,0.08,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11400,IND,Sook Oyler,789279,Sook,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11400,01,C3,IN,IN,IN,0901115,0,1190117,0.02,1010,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401,IND,Jerrell Ketron,789280,Jerrell,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11401,01,C3,IN,IN,IN,0861119,0,1190208,0.04,1015,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11402,IND,Cherrie Mcquaig,789281,Cherrie,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11402,01,C3,IN,IN,IN,0881006,0,1190114,0.07,1018,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11403,IND,Torri Schueler,789282,Torri,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11403,01,C3,IN,IN,IN,0960803,0,1190308,0.05,1012,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11404,IND,Wilmer Reck,789283,Wilmer,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11404,01,C3,IN,IN,IN,0880114,0,1190223,0.01,1011,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11405,IND,Cassidy Morman,789284,Cassidy,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11405,01,C3,IN,IN,IN,0870614,0,1190116,0.08,1013,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406,IND,Chrissy Bechard,789285,Chrissy,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11406,01,C3,IN,IN,IN,0930417,0,1190130,0.08,1023,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407,IND,Clifford Robles,789286,Clifford,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11407,01,C3,IN,IN,IN,0850312,0,1190224,0.08,1017,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408,IND,Brent Senko,789287,Brent,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11408,01,C3,IN,IN,IN,0961215,0,1190128,0.02,1014,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409,IND,Georgeann Roundy,789288,Georgeann,1,1,1,1,1,1,1,1,1,1,EA,0,0,0,0,AC,PAC,11409,01,C3,IN,IN,IN,0970106,0,1190224,0.05,1008,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11410,IND,Arlen Mccusker,789289,Arlen,1,1,1,1,1,1,1,1,1,1,EY,0,0,0,0,AC,PAC,11410,01,C3,IN,IN,IN,0961206,0,1190106,0.04,1009,0,0,0,0,0,0,0,0,0,0,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
